[2016-04-13 13:08:11,407][DEBUG][com.jzctb.mis.action.EncryptAction.validate(EncryptAction.java:28)] - 请输入要加密或解密的源字符串
[2016-04-14 13:03:28,114][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageSize=[20]
[2016-04-14 13:03:28,114][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: beginDate=[20160215]
[2016-04-14 13:03:28,114][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: transtat=[]
[2016-04-14 13:03:28,114][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: endDate=[20160215]
[2016-04-14 13:03:28,115][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: trancode=[]
[2016-04-14 13:03:28,115][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: cardno=[]
[2016-04-14 13:03:28,115][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: srvstan=[]
[2016-04-14 13:03:28,115][DEBUG][com.jzctb.mis.action.AlipayDetailAction.Search2(AlipayDetailAction.java:54)] - 4
[2016-04-14 13:03:28,115][DEBUG][com.jzctb.mis.db.AlipayDetailDao.Search2(AlipayDetailDao.java:154)] - sql = [select * from v_alipaydetail where 1=1 and trandate>=? and trandate<=? ]
[2016-04-14 13:03:30,552][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/view/AlipayDetailSearch2.do]
[2016-04-14 13:03:30,552][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-14 13:03:30,554][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageNum=[1]
[2016-04-14 13:03:30,554][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageSize=[20]
[2016-04-14 13:03:30,554][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: beginDate=[20160215]
[2016-04-14 13:03:30,555][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: transtat=[]
[2016-04-14 13:03:30,555][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: endDate=[20160215]
[2016-04-14 13:03:30,555][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: trancode=[]
[2016-04-14 13:03:30,556][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: cardno=[]
[2016-04-14 13:03:30,556][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: srvstan=[]
[2016-04-14 13:03:30,556][DEBUG][com.jzctb.mis.action.AlipayDetailAction.Search2(AlipayDetailAction.java:54)] - 4
[2016-04-14 13:03:30,556][DEBUG][com.jzctb.mis.db.AlipayDetailDao.Search2(AlipayDetailDao.java:154)] - sql = [select * from v_alipaydetail where 1=1 and trandate>=? and trandate<=? ]
[2016-04-14 13:03:41,792][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/view/AlipayDetailSearch2.do]
[2016-04-14 13:03:41,792][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-14 13:03:51,867][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/view/AlipayDetail.do]
[2016-04-14 13:03:51,867][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-14 13:03:53,047][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/view/AlipayDetailSearch2.do]
[2016-04-14 13:03:53,047][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-14 13:03:53,049][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageSize=[20]
[2016-04-14 13:03:53,049][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: beginDate=[20160315]
[2016-04-14 13:03:53,049][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: transtat=[]
[2016-04-14 13:03:53,049][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: endDate=[20160414]
[2016-04-14 13:03:53,050][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: trancode=[]
[2016-04-14 13:03:53,050][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: cardno=[]
[2016-04-14 13:03:53,050][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: srvstan=[]
[2016-04-14 13:03:53,050][DEBUG][com.jzctb.mis.action.AlipayDetailAction.Search2(AlipayDetailAction.java:54)] - 3
[2016-04-14 13:03:53,050][DEBUG][com.jzctb.mis.db.AlipayDetailDao.Search2(AlipayDetailDao.java:154)] - sql = [select * from v_alipaydetail where 1=1 and trandate>=? and trandate<=? ]
[2016-04-14 13:03:53,695][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/view/AlipayDetailSearch2.do]
[2016-04-14 13:03:53,695][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-14 13:03:53,697][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageSize=[20]
[2016-04-14 13:03:53,697][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: beginDate=[20160315]
[2016-04-14 13:03:53,697][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: transtat=[]
[2016-04-14 13:03:53,697][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: endDate=[20160414]
[2016-04-14 13:03:53,698][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: trancode=[]
[2016-04-14 13:03:53,698][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: cardno=[]
[2016-04-14 13:03:53,698][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: srvstan=[]
[2016-04-14 13:03:53,698][DEBUG][com.jzctb.mis.action.AlipayDetailAction.Search2(AlipayDetailAction.java:54)] - 3
[2016-04-14 13:03:53,698][DEBUG][com.jzctb.mis.db.AlipayDetailDao.Search2(AlipayDetailDao.java:154)] - sql = [select * from v_alipaydetail where 1=1 and trandate>=? and trandate<=? ]
[2016-04-14 13:03:54,239][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/view/AlipayDetailSearch2.do]
[2016-04-14 13:03:54,239][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-14 13:03:54,241][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageSize=[20]
[2016-04-14 13:03:54,241][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: beginDate=[20160315]
[2016-04-14 13:03:54,241][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: transtat=[]
[2016-04-14 13:03:54,241][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: endDate=[20160414]
[2016-04-14 13:03:54,242][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: trancode=[]
[2016-04-14 13:03:54,242][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: cardno=[]
[2016-04-14 13:03:54,242][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: srvstan=[]
[2016-04-14 13:03:54,242][DEBUG][com.jzctb.mis.action.AlipayDetailAction.Search2(AlipayDetailAction.java:54)] - 3
[2016-04-14 13:03:54,242][DEBUG][com.jzctb.mis.db.AlipayDetailDao.Search2(AlipayDetailDao.java:154)] - sql = [select * from v_alipaydetail where 1=1 and trandate>=? and trandate<=? ]
[2016-04-14 13:03:54,759][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/view/AlipayDetailSearch2.do]
[2016-04-14 13:03:54,759][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-14 13:03:54,760][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageSize=[20]
[2016-04-14 13:03:54,761][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: beginDate=[20160315]
[2016-04-14 13:03:54,761][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: transtat=[]
[2016-04-14 13:03:54,761][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: endDate=[20160414]
[2016-04-14 13:03:54,761][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: trancode=[]
[2016-04-14 13:03:54,761][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: cardno=[]
[2016-04-14 13:03:54,762][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: srvstan=[]
[2016-04-14 13:03:54,762][DEBUG][com.jzctb.mis.action.AlipayDetailAction.Search2(AlipayDetailAction.java:54)] - 3
[2016-04-14 13:03:54,762][DEBUG][com.jzctb.mis.db.AlipayDetailDao.Search2(AlipayDetailDao.java:154)] - sql = [select * from v_alipaydetail where 1=1 and trandate>=? and trandate<=? ]
[2016-04-14 13:03:57,871][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/view/AlipayDetailSearch2.do]
[2016-04-14 13:03:57,872][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-14 13:05:08,865][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/view/AlipayDetail.do]
[2016-04-14 13:05:08,865][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-14 13:05:14,228][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/view/AlipayDetailSearch2.do]
[2016-04-14 13:05:14,228][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-14 13:05:14,241][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageSize=[20]
[2016-04-14 13:05:14,241][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: beginDate=[20160315]
[2016-04-14 13:05:14,241][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: transtat=[]
[2016-04-14 13:05:14,241][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: endDate=[20160414]
[2016-04-14 13:05:14,241][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: trancode=[]
[2016-04-14 13:05:14,241][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: cardno=[]
[2016-04-14 13:05:14,241][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: srvstan=[]
[2016-04-14 13:05:14,241][DEBUG][com.jzctb.mis.action.AlipayDetailAction.Search2(AlipayDetailAction.java:54)] - 3
[2016-04-14 13:05:14,241][DEBUG][com.jzctb.mis.db.AlipayDetailDao.Search2(AlipayDetailDao.java:154)] - sql = [select * from v_alipaydetail where 1=1 and trandate>=? and trandate<=? ]
[2016-04-14 13:05:15,347][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/view/AlipayDetailSearch2.do]
[2016-04-14 13:05:15,347][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-14 13:05:15,369][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageSize=[20]
[2016-04-14 13:05:15,369][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: beginDate=[20160315]
[2016-04-14 13:05:15,369][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: transtat=[]
[2016-04-14 13:05:15,369][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: endDate=[20160414]
[2016-04-14 13:05:15,369][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: trancode=[]
[2016-04-14 13:05:15,369][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: cardno=[]
[2016-04-14 13:05:15,369][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: srvstan=[]
[2016-04-14 13:05:15,369][DEBUG][com.jzctb.mis.action.AlipayDetailAction.Search2(AlipayDetailAction.java:54)] - 3
[2016-04-14 13:05:15,369][DEBUG][com.jzctb.mis.db.AlipayDetailDao.Search2(AlipayDetailDao.java:154)] - sql = [select * from v_alipaydetail where 1=1 and trandate>=? and trandate<=? ]
[2016-04-14 13:05:20,413][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/view/AlipayDetail.do]
[2016-04-14 13:05:20,413][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-14 13:05:21,615][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/view/AlipayDetailSearch2.do]
[2016-04-14 13:05:21,615][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-14 13:05:21,616][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageSize=[20]
[2016-04-14 13:05:21,617][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: beginDate=[20160315]
[2016-04-14 13:05:21,617][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: transtat=[]
[2016-04-14 13:05:21,618][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: endDate=[20160414]
[2016-04-14 13:05:21,618][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: trancode=[]
[2016-04-14 13:05:21,618][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: cardno=[]
[2016-04-14 13:05:21,618][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: srvstan=[]
[2016-04-14 13:05:21,618][DEBUG][com.jzctb.mis.action.AlipayDetailAction.Search2(AlipayDetailAction.java:54)] - 3
[2016-04-14 13:05:21,619][DEBUG][com.jzctb.mis.db.AlipayDetailDao.Search2(AlipayDetailDao.java:154)] - sql = [select * from v_alipaydetail where 1=1 and trandate>=? and trandate<=? ]
[2016-04-14 13:05:25,822][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/view/AlipayDetailSearch2.do]
[2016-04-14 13:05:25,822][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-14 13:05:25,824][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageSize=[20]
[2016-04-14 13:05:25,824][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: beginDate=[20160315]
[2016-04-14 13:05:25,825][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: transtat=[]
[2016-04-14 13:05:25,825][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: endDate=[20160414]
[2016-04-14 13:05:25,825][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: trancode=[]
[2016-04-14 13:05:25,826][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: cardno=[]
[2016-04-14 13:05:25,826][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: srvstan=[]
[2016-04-14 13:05:25,826][DEBUG][com.jzctb.mis.action.AlipayDetailAction.Search2(AlipayDetailAction.java:54)] - 3
[2016-04-14 13:05:25,826][DEBUG][com.jzctb.mis.db.AlipayDetailDao.Search2(AlipayDetailDao.java:154)] - sql = [select * from v_alipaydetail where 1=1 and trandate>=? and trandate<=? ]
[2016-04-14 13:05:28,830][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/view/AlipayDetailSearch2.do]
[2016-04-14 13:05:28,830][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-14 13:05:28,832][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageSize=[20]
[2016-04-14 13:05:28,832][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: beginDate=[20160315]
[2016-04-14 13:05:28,832][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: transtat=[]
[2016-04-14 13:05:28,832][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: endDate=[20160414]
[2016-04-14 13:05:28,832][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: trancode=[]
[2016-04-14 13:05:28,833][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: cardno=[]
[2016-04-14 13:05:28,833][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: srvstan=[]
[2016-04-14 13:05:28,833][DEBUG][com.jzctb.mis.action.AlipayDetailAction.Search2(AlipayDetailAction.java:54)] - 3
[2016-04-14 13:05:28,833][DEBUG][com.jzctb.mis.db.AlipayDetailDao.Search2(AlipayDetailDao.java:154)] - sql = [select * from v_alipaydetail where 1=1 and trandate>=? and trandate<=? ]
[2016-04-14 13:06:09,160][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/view/AlipayDetailSearch2.do]
[2016-04-14 13:06:09,160][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-14 13:06:09,162][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageSize=[20]
[2016-04-14 13:06:09,163][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: beginDate=[20160315]
[2016-04-14 13:06:09,163][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: transtat=[]
[2016-04-14 13:06:09,164][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: endDate=[20160414]
[2016-04-14 13:06:09,164][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: trancode=[]
[2016-04-14 13:06:09,164][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: cardno=[]
[2016-04-14 13:06:09,164][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: srvstan=[]
[2016-04-14 13:06:09,164][DEBUG][com.jzctb.mis.action.AlipayDetailAction.Search2(AlipayDetailAction.java:54)] - 3
[2016-04-14 13:06:09,165][DEBUG][com.jzctb.mis.db.AlipayDetailDao.Search2(AlipayDetailDao.java:154)] - sql = [select * from v_alipaydetail where 1=1 and trandate>=? and trandate<=? ]
[2016-04-14 13:06:09,798][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/view/AlipayDetailSearch2.do]
[2016-04-14 13:06:09,799][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-14 13:06:09,800][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageSize=[20]
[2016-04-14 13:06:09,800][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: beginDate=[20160315]
[2016-04-14 13:06:09,801][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: transtat=[]
[2016-04-14 13:06:09,801][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: endDate=[20160414]
[2016-04-14 13:06:09,801][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: trancode=[]
[2016-04-14 13:06:09,801][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: cardno=[]
[2016-04-14 13:06:09,801][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: srvstan=[]
[2016-04-14 13:06:09,802][DEBUG][com.jzctb.mis.action.AlipayDetailAction.Search2(AlipayDetailAction.java:54)] - 3
[2016-04-14 13:06:09,802][DEBUG][com.jzctb.mis.db.AlipayDetailDao.Search2(AlipayDetailDao.java:154)] - sql = [select * from v_alipaydetail where 1=1 and trandate>=? and trandate<=? ]
[2016-04-14 13:06:25,639][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/view/AlipaySum.do]
[2016-04-14 13:06:25,639][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-14 13:06:25,958][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/view/AlipayDetail.do]
[2016-04-14 13:06:25,958][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-14 13:06:26,257][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/view/UnionpaySum.do]
[2016-04-14 13:06:26,257][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-14 13:06:27,012][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/view/UnionpaySum.do]
[2016-04-14 13:06:27,012][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-14 13:06:30,868][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/admin/Diskgroup.do]
[2016-04-14 13:06:30,868][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-14 13:06:31,539][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/admin/Tablespace.do]
[2016-04-14 13:06:31,539][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-14 13:06:32,072][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/admin/Diskgroup.do]
[2016-04-14 13:06:32,072][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-14 13:06:32,829][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/admin/Datafile.do]
[2016-04-14 13:06:32,829][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-14 13:06:33,379][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/admin/DBUser.do]
[2016-04-14 13:06:33,379][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-14 13:06:33,796][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/admin/Session.do]
[2016-04-14 13:06:33,796][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-14 13:06:35,420][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/admin/Locked.do]
[2016-04-14 13:06:35,420][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-14 13:07:19,147][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/view/AlipaySum.do]
[2016-04-14 13:07:19,148][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-14 13:07:21,602][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/admin/Tablespace.do]
[2016-04-14 13:07:21,602][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-14 13:07:25,257][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/admin/TablespaceSearch.do]
[2016-04-14 13:07:25,257][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-14 13:07:25,260][DEBUG][com.jzctb.mis.db.MisDao.getSql(MisDao.java:34)] - sqlId = [tablespaces]
[2016-04-14 13:07:25,260][DEBUG][com.jzctb.mis.db.TablespaceDao.Search(TablespaceDao.java:37)] - select t.tablespace_name,
     d.datafiles,
     d.bytes,
     d.bytes - f.freebytes usedbytes,
     f.freebytes,
     d.maxbytes,
     t.block_size,
     t.status,
     t.logging
from dba_tablespaces t
left join (select tablespace_name,
